"County","State","Age.Percent 65 and Older","Age.Percent Under 18 Years","Age.Percent Under 5 Years","Education.Bachelor's Degree or Higher","Education.High School or Higher","Employment.Nonemployer Establishments","Ethnicities.American Indian and Alaska Native Alone","Ethnicities.Asian Alone","Ethnicities.Black Alone","Ethnicities.Hispanic or Latino","Ethnicities.Native Hawaiian and Other Pacific Islander Alone","Ethnicities.Two or More Races","Ethnicities.White Alone","Ethnicities.White Alone	 not Hispanic or Latino","Housing.Homeownership Rate","Housing.Households","Housing.Housing Units","Housing.Median Value of Owner-Occupied Units","Housing.Persons per Household","Income.Median Houseold Income","Income.Per Capita Income","Miscellaneous.Foreign Born","Miscellaneous.Land Area","Miscellaneous.Language Other than English at Home","Miscellaneous.Living in Same House +1 Years","Miscellaneous.Manufacturers Shipments","Miscellaneous.Mean Travel Time to Work","Miscellaneous.Percent Female","Miscellaneous.Veterans","Population.2020 Population","Population.2010 Population","Population.Population per Square Mile","Sales.Accommodation and Food Services Sales","Sales.Retail Sales","Employment.Firms.Total","Employment.Firms.Women-Owned","Employment.Firms.Men-Owned","Employment.Firms.Minority-Owned","Employment.Firms.Nonminority-Owned","Employment.Firms.Veteran-Owned","Employment.Firms.Nonveteran-Owned"
"LaMoure County","ND","26.5","21.3","5.65","23.05","86.75","173","0.5","0.1","0.35","1.4","-0.5","0.85","98.2","96.9","78.55","1889","2260","92100","2.15","57246","18608","1","885.355","4.6","45.95","-1","8.2","48.55","290","4122","4139","3.6","-1","66536","182","53","95","-1","173","-1","143"
"Lampasas County","TX","19.1","22.5","5.55","19.85","88.5","809","1.2","1.35","4.15","19.15","0.4","2.84999999999999","90","72.75","76.15","7547","9265","145348","2.66","55022","14705","5.94999999999999","735.97","5.2","45.35","-1","13.35","50.8499999999999","3390","20891","19677","27.6","9875","104471","677","179","440","134","515","71","575"
"Lancaster County","NE","13.25","22.85","6.45","37.8","93.75","11060","0.95","4.44999999999999","4.1","7","0.1","2.8","87.6","81.6999999999999","59.95","119779","129899","163000","2.405","56050","16187","7.4","594.325","5.15","39","2981644.5","9.1","49.9","17454","312199","285407","340.8","299129","2161319","12845","4469","6590","1076","11222","1277","10835"
"Lancaster County","PA","17.4","23.75","6.55","25.75","84.45","21926","0.4","2.35","5","10.4","0.1","2","90.2","82.25","68.8","197850","209857","198799","2.625","61268","16094","4.75","840.73","8","43.35","6827873","11.1499999999999","51.05","31507","543151","519445","550.4","439214","3449813","23936","7049","14258","1784","21461","2051","20873"
"Lancaster County","SC","20.1","21.7","5.8","22.7999999999999","84.1","2966","0.35","1.25","22.0499999999999","5.45","0.05","1.45","74.85","70.1","77.35","31425","36839","171000","2.65","50533","15368","4","371.885","2.75","43.15","646242.5","14.75","51.15","6225","89586","76652","139.6","32954","366443","2705","971","1451","548","2039","383","2138"
"Lancaster County","VA","35.95","15.25","3.9","29.9","89.15","536","0.3","0.75","28.2","2.05","0","1.3","69.45","67.9","77.55","5122","7636","245298","2.115","51477","20030","2.25","66.125","1.29999999999999","43.35","-1","12.6","53","1352","10984","11391","85.5","9458","80741","818","254","389","56","740","80","635"
"Lander County","NV","14.6","26.5","7.8","12.2","84.6999999999999","125","5.75","1.05","0.95","23.5499999999999","0","2.5","89.75","69.3","75.95","2103","2682","141598","2.705","80386","16997","10.95","3273.59999999999","12.05","45.15","-1","10.85","48.8","461","5874","5775","1.1","3080","26018","146","59","56","26","110","17","113"
"Lane County","KS","23.5","21.65","5.65","22.9","92.6","89","1.35","0.25","1","7.65","0.1","2.8","94.5","88.25","76.6999999999999","784","978","74499","2.01","52574","14216","2.4","607.08","2.5","45.2","-1","7.1","49.95","124","1633","1750","2.4","-1","4814","95","35","53","-1","89","14","71"
"Lane County","OR","18.65","18.65","4.85","29.1","91.5","12524","1.5","3.05","1.2","8.8","0.3","4.44999999999999","89.55","82.1999999999999","59.15","148611","161373","241049","2.38999999999999","47677","14852","5.75","2753.165","3.65","38.9","2019643.5","9.7","50.8499999999999","29299","370652","351715","77.2","355901","2145755","14726","5498","6974","1376","12653","1367","12401"
"Langlade County","WI","23.45","19.7","4.95","14.95","89.1999999999999","605","1.35","0.45","0.95","2","0","1.5","95.75","94.1999999999999","76.65","8686","12499","110949","2.215","45938","13808","1.8","434.82","0.95","43.85","165117","9.6","49.6","1734","19449","19977","22.9","13034","214346","986","191","617","20","914","122","776"
"Lanier County","GA","13.1","24.75","7.15","14.25","78.2","302","1.15","1.29999999999999","22.35","5.95","0","2.7","72.5","68.05","62.65","3722","4376","113348","2.685","40217","9602","1.95","592.1","0.3","41.2","-1","11.75","49.5","727","10127","10078","54.4","2291","-1","257","86","155","59","188","26","224"
"Lapeer County","MI","17.4","21.15","4.75","17.65","90.55","3239","0.5","0.6","1.2","4.6","0","1.4","96.25","92","83.5","33191","36585","153200","2.605","57790","15170","2.55","744.98","1.54999999999999","44.1","651763","16.9","49.3","5959","88384","88319","137.4","40085","433523","3587","1088","2123","140","3323","413","3029"
"LaPorte County","IN","17.15","21.6","5.9","17.65","87.5","2954","0.45","0.649999999999999","11.5","6.5","0","2.25","85.2","79.4499999999999","72.5","42864","49042","127699","2.39","50598","13631","3.15","1230.915","2.35","41.7","1322002.5","11.3","48.35","8253","111930","111467","186.3","178505","683894","3455","1268","1685","392","2864","335","2930"
"Laramie County","WY","15.4","23.25","6.4","26.8","93.15","4472","1.2","1.35","2.95","14.6","0.2","2.75","91.6","78.65","69","38269","43018","204800","2.455","61387","17594","3.09999999999999","1342.455","2.75","40.8","1274904","7.44999999999999","49.45","11167","98450","91738","34.2","112415","948119","4757","1478","2192","503","3878","494","3788"
"Larimer County","CO","15.05","19.95","5.15","45.55","95.15","16967","1.05","2.3","1.15","11.5","0.1","2.55","92.9","82.8","65.3","129220","146481","305450","2.45","65253","18680","5.5","2116.23","4.15","39.65","2137840","11.25","50.2","21777","341594","299630","115.4","378257","2170628","17474","6056","9002","1535","15350","1610","15026"
"Larue County","KY","17.45","22.5499999999999","5.5","11.75","82.1","518","0.3","0.25","3.15","3.15","0.15","1.7","94.4499999999999","91.55","75.1999999999999","5479","6355","108299","2.54","43698","12401","1.65","567.635","1.04999999999999","45.25","-1","13","50.55","1143","14522","14193","54.3","2576","31964","554","209","293","20","509","41","488"
"Las Animas County","CO","23.85","18.45","4.85","17.9","86.1","512","3.65","1.2","2","41.45","0.1","2.3","90.7","53.35","68.4","6331","8433","151302","2.21999999999999","42039","12905","4.25","3502.17","6.65","40.2","4490","10.1","48.0999999999999","1230","14301","15507","3.2","15458","89468","680","179","359","152","467","62","560"
"LaSalle County","IL","18.5","21.7","5.45","16.85","88.5","2831","0.35","0.9","2.59999999999999","9.6","0","1.29999999999999","94.75","85.8","73.8","44674","50022","126199","2.42999999999999","55391","15137","3.5","801.305","3.3","43.25","1172812.5","11.2","49.65","8081","110452","113924","100.4","94283","844742","4004","1274","2165","212","3560","494","3212"
"Lassen County","CA","14","17.15","4.65","13","81.3","557","4.25","1.5","8.6","18.9","0.75","3.7","81.25","65.35","65.25","9615","12762","194248","2.30999999999999","54727","11066","6.3","2613.295","8.7","36.25","-1","9.8","37.05","2552","32238","34895","7.7","17990","107918","617","203","281","113","467","47","512"
"Latah County","ID","12.95","18.45","5.55","44.75","95.55","1346","0.9","2.15","1.1","4.3","0.2","2.9","92.8","89.15","55.5","15181","16846","208648","2.33","45446","13505","4.94999999999999","734.704999999999","2.59999999999999","37.4","-1","9","48.85","2120","38963","37244","34.6","-1","178037","1517","428","695","80","1349","83","1277"
"Latimer County","OK","20.7","22.2","6.15","15.5","85.9","395","22.4","0.5","1.25","3.8","0","8.6","67.15","65.3","69.55","4124","5009","79099","2.485","42590","12617","1.25","590.085","1","41.15","-1","12","49.45","952","10069","11154","15.4","-1","26258","467","134","263","80","347","65","365"
"Lauderdale County","AL","19.35","20","5.15","22.3","85.6","3320","0.45","0.85","10.2","2.65","0.1","1.6","86.85","84.65","69","38464","44980","129648","2.355","45469","14015","2.05","732.9","1.25","40.9","389093","11.65","52.05","6502","93330","92709","138.8","79535","595394","4274","1250","2396","347","3680","422","3461"
"Lauderdale County","MS","16.45","23.65","6.35","19.2999999999999","84.3","2540","0.3","0.8","43.55","2.25","0.05","1.1","54.2","52.6","65.3","29773","35170","91849","2.505","39368","12347","1.85","523.319999999999","1","42.3","389701","9.65","51.6","5764","76364","80261","114.1","86975","744083","3185","1175","1649","971","2051","362","2585"
"Lauderdale County","TN","15.05","22.65","5.69999999999999","9.35","75.8","617","0.75","0.6","35.1","2.5","0","1.5","62.15","60.35","59.85","9683","11304","80849","2.485","36109","9257","1.45","516.775","0.85","41.1","104543.5","12.15","47.9","1568","26263","27815","58.9","-1","80828","773","341","380","200","548","62","680"
"Laurel County","KY","15.85","23.35","6.15","13.5","78","2054","0.35","0.6","0.8","1.5","0","1.15","97.05","95.8","70.6","22754","25714","101650","2.59","39048","11198","1","420.43","0.3","44.4","462024.5","9.8","51","3674","61314","58849","135.6","50942","507551","2435","812","1346","80","2255","284","2039"
"Laurens County","GA","17.15","24.65","6.65","15.6","82.85","1964","0.35","1.15","36.85","2.7","0","1.25","60.45","58.3499999999999","64.95","17389","21457","89898","2.69","36956","10832","2","683.7","1.15","44.05","319991","11.7","52.55","3311","48709","48434","60","38909","350261","2195","833","1175","782","1328","260","1823"
"Laurens County","SC","17.75","22.15","5.9","15.35","79.55","1763","0.4","0.5","25.6","4.85","0.1","1.45","71.9","68","70.75","25373","31175","91499","2.53","40341","11501","2.6","725.29","2.05","41.45","864090","11.95","51.6","4596","67034","66537","93.2","28313","206027","1922","599","1121","338","1511","239","1586"
"Lavaca County","TX","22.7999999999999","23.45","5.9","16.5","82.4","929","0.649999999999999","0.45","6.75","18.65","0.1","1.29999999999999","90.75","73.65","76.9","7768","10452","127600","2.475","49276","16091","5.5","1801.5","7.65","42.35","188771.5","13.75","51.2","1241","20027","19263","19.9","9764","89378","887","227","548","155","704","65","773"
"Lawrence County","AL","17.95","21.6","5.44999999999999","12.25","78.1999999999999","989","5.8","0.2","11.15","2.3","0","4.65","78.15","76.35","78.9","13031","15267","102348","2.55499999999999","41716","11723","0.95","796.895","0.399999999999999","45.05","-1","14.25","51.3","1714","33276","34339","49.7","-1","109007","1112","446","539","203","875","119","956"
"Lawrence County","AR","19.6","22.4","5.85","12.9","80.75","590","0.55","0.25","1.1","1.55","0","1.25","96.8","95.4","69","6523","8003","68299","2.5","36115","10736","0.7","1032.735","0.199999999999999","41.45","36611.5","12.8499999999999","50.75","1263","16574","17415","29.6","4604","98141","689","257","341","-1","665","35","623"
"Lawrence County","IL","17.45","18.85","5.05","11.65","80.5","371","0.4","0.45","10.2","3.85","0","1.05","87.85","84.7","76.15","5589","7082","72149","2.21","43388","11804","2.45","189.535","2.4","41.55","-1","10.1","44","1146","15901","16833","45.2","-1","58625","608","170","356","-1","578","80","473"
"Lawrence County","IN","19.4","21.8","5.55","14.75","86.1999999999999","1286","0.4","0.649999999999999","0.5","1.65","0","1.2","97.15","95.75","77.65","18685","21049","107800","2.415","48117","13301","1.4","4816.49","0.35","44.55","218673.5","11.3499999999999","50.5","3925","45359","46134","102.7","26093","259604","1730","509","854","35","1607","185","1409"
"Lawrence County","KY","16.95","23.4","6.5","10.3","74","353","0.15","0.25","0.4","1.04999999999999","0.05","1.35","97.85","97.05","75.45","5805","7376","79801","2.695","33162","9059","0.449999999999999","784.175","-0.1","46.85","-1","14.5","50.3","664","16047","15860","38.2","-1","80762","470","167","239","14","425","32","398"
"Lawrence County","MO","18.1","25.4","6.6","15.7","84.6","1325","1.15","0.55","0.6","7.5","0.1","1.9","95.75","89.1","72.35","14802","16629","101650","2.545","42037","11477","2.8","766.15","3.34999999999999","41.85","314929","11.1499999999999","50.4","3353","38014","38634","63.2","12437","224522","1541","461","809","104","1376","65","1403"
"Lawrence County","MS","17.2","24.35","6.15","15.25","82","389","0.3","0.35","31.9","2.05","0","0.9","66.5","65","77.6","4839","6127","87199","2.62","40151","11489","0.45","433.795","0.25","45.75","-1","17.35","51.25","812","12259","12929","30","2003","31229","413","170","194","110","281","89","302"
"Lawrence County","OH","18.1","22","5.55","14.9","86.25","1340","0.2","0.45","2.15","0.95","0","1.5","95.6","94.85","72.75","23616","27460","101850","2.565","43334","12278","0.6","467.914999999999","0.05","43.95","-1","11.2","51.2","4880","59934","62450","137.7","29465","276911","1826","566","1052","53","1685","182","1538"
"Lawrence County","PA","21.2","20.2","5.35","20.85","89.55","2510","0.15","0.5","4.25","1.4","0","1.95","93.2","92.05","74.9","36937","41051","103999","2.335","46873","14462","1.45","456.78","1.65","44.15","909718","11.25","51.65","7043","87421","91108","254.4","44510","419366","3119","974","1703","116","2849","305","2597"
"Lawrence County","SD","20.7","17.9","4.45","32.05","93.4","1313","2.3","0.95","0.9","3.35","0.1","2.1","93.65","90.9499999999999","64.75","10822","13872","187500","2.17","47956","15854","2.45","895.12","1","39.55","65461","8.2","49.95","2357","25212","24097","30.1","98573","217007","1703","482","833","38","1610","203","1346"
"Lawrence County","TN","17.7","24.9","6.75","13.15","81.2","1496","0.45","0.5","1.8","2.15","0","1.6","95.6","93.6999999999999","75.35","15910","18205","105199","2.655","40491","10859","1.3","440.255","2","44.8","198809.5","12.9","50.85","2893","43216","41869","67.8","22322","192098","1652","491","989","80","1505","215","1361"
"Le Flore County","OK","17.6","23.95","6.1","13.75","82","1541","13.7","0.649999999999999","2.15","6.9","0.15","6","77.25","71.6","72.55","18337","21945","85200","2.65","38609","10448","3.3","920.06","2.45","42.85","-1","11.65","49.9","3817","48945","50384","31.7","-1","203399","1892","638","968","299","1511","221","1577"
"Le Sueur County","MN","16.85","24.2","5.95","22.65","92.05","986","0.45","0.7","0.75","6.25","0","1.15","96.85","91","81.6999999999999","10970","12681","193750","2.525","65000","16655","2.35","316.13","2.5","43.35","441679","12.75","49.55","1887","28220","27703","61.7","9107","105329","1229","260","722","26","1157","152","971"
"Lea County","NM","10.9","30.0499999999999","8.3","13.45","72.8","1925","1.95","0.649999999999999","4.35","57.9","0.1","1.6","91.35","36.4","68.4","21822","26056","115149","3.005","55620","12791","16.2","2901.11","18.2","43.95","-1","10.1","48.55","2992","72225","64727","14.7","66059","459917","2117","623","1127","746","1235","164","1772"
"Leake County","MS","15.55","26.75","6.55","12.5","76.75","647","6.75","0.4","42","4.5","0","1","49.7","47.15","73.15","8087","9518","78549","2.755","34807","9944","2.3","562.69","3.09999999999999","44.85","-1","14.2","48.15","1145","22236","23805","40.8","-1","86519","731","317","359","242","467","68","611"
"Leavenworth County","KS","13.85","23.85","6.5","30.1","92.15","1985","0.9","1.45","9.45","7.1","0.2","3.09999999999999","84.9","78.95","67.4","26805","29664","174350","2.71999999999999","68223","16220","3.1","697.814999999999","1.85","39.05","227888","11.1","46.7","9685","80339","76227","164.7","33344","270734","2168","770","980","236","1826","278","1682"
"Lebanon County","PA","19.15","22.7999999999999","6","20.0499999999999","86.35","4250","0.35","1.4","3.5","12.75","0.05","1.54999999999999","93.1","82.65","71","52800","57229","167798","2.535","57548","14564","4","603.69","6.1","42.7","1371906.5","11","50.8499999999999","10052","139806","133568","369.1","73067","847841","4553","1286","2663","377","3998","440","3926"
"Lee County","AL","11.35","21.35","5.8","33.9","88.8","5363","0.4","3.75","23.2999999999999","3.8","0.1","1.6","70.8","67.7","61.65","58048","68395","158099","2.535","47502","13928","5.35","978.86","3.15","39.65","1193026.5","11.05","50.8","10000","164248","140247","230.8","135785","816026","5786","1835","3398","1409","4133","509","4940"
"Lee County","AR","18.45","19","5.3","8.89999999999999","72.9499999999999","326","0.6","0.55","54.3","2.5","0","1.5","43.1","41.15","58.4","3350","4364","64348","2.45","27356","8483","0.95","735.05","0.95","40.6","2589","10.05","43.85","413","9230","10424","17.3","1529","21902","350","155","140","188","149","56","275"
"Lee County","FL","27.75","18","4.75","26.45","87.65","36650","0.5","1.75","9.1","21.05","0.1","1.65","86.9","67.7","71.55","258748","392119","187098","2.615","52635","16769","15.8999999999999","674.39","10.95","42.3","406398.5","13.25","51","60605","720166","618754","788.7","673307","4722632","32609","11216","17318","8852","22883","3236","27923"
"Lee County","GA","11.85","26.5","6.35","22.95","87.4","1151","0.35","2.5","21.95","2.9","0.1","1.4","73.6999999999999","71.3","74.5","9998","11118","155901","2.785","64691","14672","3.6","454.735","1.95","42.65","-1","10.2","49.8","2234","31177","28298","79.5","5948","77498","1091","386","638","233","833","182","833"
"Lee County","IA","19.8","21.4","6","16.1","91.5","899","0.3","0.6","3.1","3.55","0","2.05","93.9","90.8","74.15","14238","16203","88800","2.38","46015","13352","1.5","529.145","0.7","44.1","1255826","8.5","49.85","3030","34422","35862","69.3","19343","237137","1295","380","620","44","1193","170","1010"
