"County","State","Age.Percent 65 and Older","Age.Percent Under 18 Years","Age.Percent Under 5 Years","Education.Bachelor's Degree or Higher","Education.High School or Higher","Employment.Nonemployer Establishments","Ethnicities.American Indian and Alaska Native Alone","Ethnicities.Asian Alone","Ethnicities.Black Alone","Ethnicities.Hispanic or Latino","Ethnicities.Native Hawaiian and Other Pacific Islander Alone","Ethnicities.Two or More Races","Ethnicities.White Alone","Ethnicities.White Alone	 not Hispanic or Latino","Housing.Homeownership Rate","Housing.Households","Housing.Housing Units","Housing.Median Value of Owner-Occupied Units","Housing.Persons per Household","Income.Median Houseold Income","Income.Per Capita Income","Miscellaneous.Foreign Born","Miscellaneous.Land Area","Miscellaneous.Language Other than English at Home","Miscellaneous.Living in Same House +1 Years","Miscellaneous.Manufacturers Shipments","Miscellaneous.Mean Travel Time to Work","Miscellaneous.Percent Female","Miscellaneous.Veterans","Population.2020 Population","Population.2010 Population","Population.Population per Square Mile","Sales.Accommodation and Food Services Sales","Sales.Retail Sales","Employment.Firms.Total","Employment.Firms.Women-Owned","Employment.Firms.Men-Owned","Employment.Firms.Minority-Owned","Employment.Firms.Nonminority-Owned","Employment.Firms.Veteran-Owned","Employment.Firms.Nonveteran-Owned"
"Broome County","NY","18.45","19.5","5.15","27.25","90.15","4952","0.25","4.3","6.05","4.15","0.1","2.85","86.55","83.6","65.85","79157","90611","112448","2.35","49090","14348","6.5","369.71","4.2","42.05","1100417","9.15","50.8","13036","198015","200600","284.2","193718","1370597","6833","2228","3962","635","5927","641","5780"
"Broomfield County","CO","13.25","23.4","5.5","51.6","95.9","3197","0.8","6.6","1.45","12.35","0.1","2.7","88.3","77.2","66.75","24743","27787","344699","2.525","87205","25430","8.75","234.5","5.6","38.8","1959191.5","13.55","50.3499999999999","3995","68123","55889","1691.9","84776","500120","3212","1130","1568","422","2588","233","2705"
"Broward County","FL","16.2","21.25","5.75","31.15","88.4","148757","0.4","3.8","29.5499999999999","29.3","0.1","2.2","64","37.3","64","676754","822899","223248","2.71999999999999","55397","16454","32.8","1344.13999999999","20.15","41.95","3005279","13.9","51.3499999999999","83656","1906804","1748066","1444.9","2564600","16021439","129713","50918","66299","67115","58967","9941","116237"
"Brown County","IL","13.55","15.45","4.15","13.1499999999999","82.25","161","1.25","0.3","19.0499999999999","6.55","0","0.8","78.5","73.7","76.5","2081","2448","89900","2.39","51923","11534","3.05","456.96","2.1","38.95","18133","7.94999999999999","35.65","430","6538","6937","22.7","-1","16421","128","65","41","-1","122","11","110"
"Brown County","IN","23.25","18.4","4.05","25","89.6","740","0.5","0.45","0.649999999999999","1.7","0","1.35","97.05","95.6","83.7","6039","8659","174548","2.475","56299","17183","1.5","398.8","0.399999999999999","44.15","-1","16.4","50.4","1572","15217","15242","48.9","-1","29174","1007","332","509","20","968","122","818"
"Brown County","KS","19.85","25.35","6.8","19.7","92.05","365","9.45","0.5","1.6","4.55","0.05","3.05","85.4","82.95","68.55","3990","4743","82800","2.425","44150","12602","1.15","688.44","0.55","44.1","124384.5","8.6","50.9","767","9662","9984","17.5","3968","37391","440","155","152","17","374","29","356"
"Brown County","MN","20.65","21.75","5.55","21.5499999999999","92","878","0.25","0.8","0.45","4.15","0","0.75","97.7","93.75","78.35","10793","11700","131899","2.245","54688","15617","1.85","2555.36","1.9","45","753311.5","7.5","50.1","1855","25601","25893","42.4","16223","173525","1346","326","821","20","1235","152","1016"
"Brown County","NE","25.65","20.85","4.9","21.25","93.15","149","0.85","0.2","0.35","1.95","0.05","1.05","97.6","95.75","72.45","1466","1845","69298","2.08","38372","15335","1.75","653.734999999999","1.29999999999999","42.25","-1","5.65","50.5","271","2923","3145","2.6","1439","34028","194","77","71","-1","185","14","164"
"Brown County","OH","17.5","23.2","5.85","12.95","84.7","1337","0.25","0.3","1","1","0","1.15","97.1999999999999","96.4","75","17103","19965","124349","2.55","49456","13346","0.5","439.554999999999","0.25","44.1","47545","17.1","50.4","3428","43897","44846","91.5","16508","128186","1610","395","965","47","1493","194","1295"
"Brown County","SD","16.95","23.7","6.65","28.15","92.55","1454","3.34999999999999","2.34999999999999","2","3.05","0.2","2","90.1","87.7","67.1","15947","17880","150349","2.29","54806","16559","3.25","1024.21","3.15","41.5","-1","5.95","50.7","2262","38357","36531","21.3","40568","404738","1790","485","944","47","1604","182","1388"
"Brown County","TX","19.85","22.25","5.4","17.55","86.15","1289","0.85","0.7","3.94999999999999","22","0.1","1.75","92.75","71.9","71.9","13906","18909","95049","2.59","44069","13730","4.25","734.935","5.85","44.25","611009.5","7.65","50.45","3166","37872","38106","40.3","29957","254510","1229","374","644","179","983","80","1019"
"Brown County","WI","14.25","23.9","6.45","28.55","91.25","7112","3.25","3.3","2.75","8.5","0.1","2.25","88.35","81.25","65.55","102115","109258","166299","2.435","57727","16436","5.55","264.355","4.9","42.1","5534214","8.95","50.4","15399","262703","248007","468.2","239615","1843106","8954","2405","5060","533","8009","908","7418"
"Brule County","SD","18.5","25.6","6.85","24.7","88.05","245","9.6","0.35","0.5","2.8","0","3.45","86.05","84.4","65.9","2160","2536","122548","2.26499999999999","51239","15935","0.55","1587.635","4.4","43.3","2277","6.1","50.6","342","5279","5255","6.4","5675","49538","338","71","206","-1","311","20","287"
"Brunswick County","NC","29.8","15.95","4.1","27.5","88.8","5726","0.85","0.7","10.6","4.85","0.1","1.75","85.95","81.85","78.55","51827","88244","199398","2.32","52336","16655","4.05","629.275","2.05","41.9","991478","11.65","51.8499999999999","13433","127764","107431","126.8","90407","562886","5030","1628","2894","584","4340","764","3938"
"Brunswick County","VA","20.5","17.0499999999999","4.3","12.8999999999999","74.9","362","0.35","0.65","54.95","2.3","0.1","1.3","42.7","41.1","71.45","5931","8200","108900","2.445","40361","10865","1.6","282.585","0.95","44.05","34541.5","14.4","47","1109","16174","17434","30.8","-1","51788","431","134","224","122","290","50","320"
"Bryan County","GA","10.45","29.25","7.35","31.85","89.8","1544","0.55","2.15","15.3","6.94999999999999","0.2","3.25","78.6","73.1","70.15","12139","14090","203148","2.81","68664","15809","3.95","388.385","3.8","40.2","-1","15.45","50.5","3355","39321","30233","69.3","18326","176168","1100","368","575","167","887","122","893"
"Bryan County","OK","17.45","23.5","6.65","21","84.7","1520","14.15","0.649999999999999","1.95","5.9","0.05","7.6","75.65","71.3","62.75","16914","20252","103150","2.585","41552","11987","2.25","645.98","2.35","40.5","121584.5","9.4","51.25","3146","45275","42416","46.9","36755","216386","1541","449","854","290","1163","251","1184"
"Buchanan County","IA","17.25","26.25","6.65","19.3","92.35","761","0.2","0.5","0.55","1.54999999999999","0","1.1","97.6","96.1999999999999","78.6999999999999","8109","9056","132349","2.55499999999999","60194","16685","0.9","580.39","1.15","42.75","338677.5","11.3499999999999","50.3","1427","20804","20958","36.7","6122","123707","953","296","521","-1","881","131","740"
"Buchanan County","MO","15.6499999999999","22.65","6.4","20.6","87.1999999999999","2084","0.7","1.3","6","6.45","0.4","2.55","89.05","83.55","63.55","33415","38636","115949","2.54","48137","13172","3.7","537.44","2.59999999999999","40.95","-1","7.85","49.55","6626","87140","89201","218.6","90047","684671","2906","821","1478","185","2528","314","2267"
"Buchanan County","VA","21.25","17.5","4.3","10.05","69.15","398","0.15","0.35","3.09999999999999","0.75","0","0.649999999999999","95.75","95.15","77.9499999999999","9029","11497","70249","2.425","30901","9746","1.6","250.88","0.5","45.1","45842","13.15","49.25","992","21732","24098","47.9","7628","86516","527","182","254","20","479","110","374"
"Buckingham County","VA","18.5499999999999","18.25","4.75","12.2","75.35","392","0.35","0.4","34.15","2.25","0","1.95","63.05","61.15","75.6","5820","7378","129550","2.45","43835","10301","1.54999999999999","289.33","0.6","44.6","-1","17.65","45.35","1265","16871","17146","29.6","-1","41486","341","134","182","62","266","-1","317"
"Bucks County","PA","17.95","20.7999999999999","4.85","38.55","93.6","27572","0.3","4.9","4.3","5.3","0.1","1.7","88.75","84.3","77.5","234596","249551","320250","2.63","82846","22922","9","12686.56","5.7","45","4840689.5","14.8999999999999","50.95","37157","636609","625249","1034.7","568037","5092568","32192","8843","20288","2600","28757","3266","27620"
"Buena Vista city","VA","18","21.25","5.69999999999999","15.4","79.05","-1","0.65","1.25","6.3","2.15","0.25","1.3","89.95","88.25","67.05","2630","1462","122749","2.325","34524","10709","0.8","2.85","0.85","40.2","175694.5","8.85","55.2","442","6621","6650","991.95","-1","17408","155","56","80","-1","140","26","116"
"Buena Vista County","IA","15.6499999999999","25.5","7.35","19.85","78.55","686","0.6","9.2","3.15","25.6","1.35","1.35","84.3","60.3","66.3","7570","8299","106649","2.53","52036","13262","19.35","565.599999999999","15.75","42.5","1116726","6.6","49.5","1009","20698","20260","35.2","11588","140489","965","260","572","98","815","65","839"
"Buffalo County","NE","13.95","23.3","6.8","33.1","92.6999999999999","1961","0.55","1.55","1.15","8.95","0.1","1.4","95.2","87.05","64.9","18383","20281","157299","2.49","55196","15521","4.44999999999999","777.69","3.5","37.85","892513.5","7.35","50.15","2695","49154","46102","47.6","60854","483485","2348","578","1214","110","2102","119","2009"
"Buffalo County","SD","7.35","39.6","12.3","8.8","78.15","17","79.65","0.1","0.7","4.45","0.05","2.55","17","16.4","41.8","551","611","43900","3.605","32885","5996","0.2","680.11","4.65","45.7","-1","5.85","50.4","88","2014","1912","4.1","-1","-1","26","-1","17","23","-1","-1","20"
"Buffalo County","WI","21.4","20.8","5.3","18.25","90.25","509","0.4","0.35","0.55","2.09999999999999","0","1.1","97.6","95.85","76.35","5777","6767","150299","2.28","52604","15251","1.2","335.32","1","43.65","151582.5","12.0999999999999","49.15","993","13251","13587","20.2","5231","38891","557","185","269","-1","533","50","467"
"Bullitt County","KY","14.8999999999999","22.35","5.2","13.7","86.75","2279","0.35","0.6","1.25","2","0.05","1.4","96.3","94.6","81.25","28780","31361","155499","2.69","59090","14666","1.25","608.415","0.75","43.75","405758.5","13.5999999999999","50.4","5721","80085","74319","250.2","41426","293177","2516","737","1487","110","2345","278","2093"
"Bulloch County","GA","10.95","20.1","5.65","27.35","86.6","2525","0.45","1.5","29.35","3.95","0.1","1.75","66.8","63.75","52.4","26313","30809","137798","2.545","40694","11162","3.6","711.66","2.05","35.25","208406","10.65","50.8","4010","76593","70217","104.4","56984","398402","2630","971","1250","641","1898","230","2189"
"Bullock County","AL","15.8999999999999","21.1","5.94999999999999","12.3","71.25","248","0.8","0.25","70.1999999999999","8.05","0.75","1.2","26.75","21.55","72.6999999999999","3633","4524","70450","2.76","34907","10436","3.05","724.02","1.2","46","-1","13.1","45.4","453","10563","10914","17.5","-1","46295","323","182","125","194","113","38","266"
"Buncombe County","NC","19.3","18.7999999999999","5.05","36.95","90.05","14483","0.5","1.29999999999999","6.4","6.65","0.2","2.1","89.5","83.55","63.95","104156","121824","214699","2.33","48460","16211","5.95","1625.045","3.65","43.1","1419740.5","9.75","52.05","18671","259995","238318","362.9","440045","1942094","14246","5231","7340","1055","12713","1280","12290"
"Bureau County","IL","21.2","21.45","5.1","19","90","908","0.45","1","1","9.05","0","1.25","96.3","88","76.15","13848","15657","106450","2.415","53204","15125","3.7","2054.99","3.3","45.05","-1","9.75","51","2476","33543","34978","40.2","16712","149906","1229","386","620","107","1052","146","983"
"Burke County","GA","15.05","25.95","6.9","11.55","78.5","767","0.4","0.55","47.65","3.25","0.1","1.5","49.75","47.4","70.5","8037","9994","84350","2.815","37821","11084","2.05","556.355","1.1","45.4","98486.5","13.3999999999999","52.2","1490","23651","23316","28.2","-1","98327","755","326","368","374","350","65","638"
"Burke County","NC","19.5499999999999","19.15","4.8","16.5","79.15","2612","0.85","3.65","6.85","6.15","0.7","1.7","86.25","81.75","72.85","34910","41124","115799","2.505","40908","12239","5.05","509.595","4.1","43.5","1402284","10.65","50.05","6134","88529","90912","179.3","48617","340256","3329","878","2090","254","2981","323","2828"
"Burke County","ND","19.6","24.1","7.8","20.1","90","95","1.3","0.6","0.7","2.55","0.05","1.5","95.9","93.45","73.25","956","1434","96149","2.24","65462","19673","3.05","755.474999999999","0.6","46.3","-1","11.4","47.25","134","2224","1968","1.8","2183","19268","92","41","29","-1","83","-1","77"
"Burleigh County","ND","15.55","23","6.6","34.5","93.85","3884","4.19999999999999","0.8","1.79999999999999","2.34999999999999","0.1","1.79999999999999","91.35","89.5","69.95","37103","41714","218199","2.33","66665","19400","1.9","1102.06","1.6","41.9","-1","8.25","50.05","6025","94478","81308","49.8","121064","997538","4388","1481","2297","140","4013","434","3614"
"Burleson County","TX","20.1","22.25","5.9","14.45","80.1","761","1.1","0.4","12.8999999999999","20.6","0","1.6","83.95","64.85","78.65","6534","9108","104849","2.67","51690","15041","6.5","686.42","7.55","44.45","-1","13.7","50.45","1265","17445","17187","26.1","7046","146618","869","257","503","119","722","71","728"
"Burlington County","NJ","16.5","21.2","5.15","36.3","92.8","15149","0.3","5.2","17.9","8","0.1","2.85","73.65","67.75","76.6","165684","179057","251852","2.63","82931","21593","9.6","2040.28","6.05","44.1","2748311.5","14.5","50.8499999999999","31961","455791","448734","561.9","385706","3434315","16199","4736","9656","3146","12341","1550","13775"
"Burnet County","TX","21.95","21.35","5.4","23.65","86.25","2699","1.15","0.8","2.2","22.25","0.1","1.45","94.3","73.4499999999999","75.2","16663","22719","172298","2.655","53803","15488","6.75","698","6.8","43.4","129947","12.75","51.05","4158","47034","42750","43","44498","308825","2672","731","1475","362","2150","302","2216"
"Burnett County","WI","27.85","17.75","4.4","18.75","91.2","596","4.69999999999999","0.45","0.75","1.8","0.05","2.45","91.65","90.45","80.8","7330","15614","153198","2.07","46116","15170","1.35","410.425","0.899999999999999","44.5","143309.5","13.95","48.8499999999999","1765","15925","15457","18.8","10436","60488","755","161","416","20","704","26","623"
"Burt County","NE","24.15","22.45","5.45","19.8","91.6","275","2.2","0.35","0.6","3.1","0.1","1.5","95.2","92.9499999999999","76.6","2878","3465","93050","2.265","50510","15815","1.04999999999999","710.915","0.799999999999999","43.85","11111","10.95","50.35","599","6645","6858","14","1376","16904","383","83","227","-1","368","62","296"
"Butler County","AL","19.4","22.8","5.9","15.05","80.65","539","0.4","1.15","44.5","1.35","0","0.95","53","52.1","70.15","7371","10030","85299","2.735","35303","10517","0.8","600.495","0.149999999999999","46.3","405656","11.3499999999999","53.6","1254","19675","20947","27","16091","104522","692","248","368","206","443","86","563"
"Butler County","IA","21.95","22.9","5.55","16.15","91.7","530","0.15","0.65","0.3","1.25","0","0.9","97.85","96.75","78.75","6219","6773","108548","2.335","54570","15017","0.75","661.325","0.35","45.6","231812.5","10.85","50.4","1004","14670","14867","25.6","-1","52463","671","242","299","-1","656","53","578"
"Butler County","KS","14.85","25.7","6","28.25","92.65","2189","1.1","1.2","2.05","4.8","0.1","2.45","93.1","89","75.3","24570","26808","138198","2.59999999999999","60618","14990","2.3","965.819999999999","1.5","42.3","-1","11.5","49.75","5205","66803","65880","46.1","37340","310037","2531","668","1349","155","2291","263","2123"
"Butler County","KY","18.15","22.75","5.94999999999999","11.05","77.55","404","0.45","0.3","0.7","3.7","-0.5","1.15","97.35","94.2","73.25","5043","5921","89700","2.49","38595","11474","1.85","354.13","1.7","43.2","92885","13.5","50.2","829","12623","12690","29.8","-1","24959","347","98","215","-1","332","14","323"
"Butler County","MO","18.45","23.5","6.35","13.85","80.6","1337","0.75","0.85","5.55","1.95","0","2.45","90.4","88.85","64.8","16740","19757","101598","2.5","37441","10823","1.25","883.91","0.7","40.35","272719","8.6","51.25","3735","42552","42794","61.6","33713","379049","1712","506","914","104","1526","185","1394"
"Butler County","NE","20.95","23.3","5.65","17.75","92","335","0.45","0.5","0.5","3.65","0","0.9","97.7","94.4","76.9","3425","4072","108248","2.34499999999999","54612","15047","1.75","2926.44499999999","2.25","45.4","-1","11.1499999999999","49.35","684","8309","8395","14.4","-1","32078","389","68","215","-1","371","50","305"
"Butler County","OH","14.1499999999999","23.8","6.1","28.7999999999999","89.75","11783","0.3","3.34999999999999","8.64999999999999","4.75","0.1","2.35","85.25","81.25","69.25","136862","151253","165149","2.655","61362","15959","5.65","592.025","3.65","41.5","5171395.5","12.05","51","23285","382255","368130","788.2","305891","3536000","13268","4340","7634","1772","10997","1196","11399"
"Butler County","PA","18.2","20.25","5","33.25","93.8","6296","0.15","1.35","1.35","1.45","0","1.1","96.05","94.85","76.35","74857","82614","187649","2.41","64449","18905","2.1","492.534999999999","1.2","43.8","2315007.5","13","50.5","14170","189852","183862","233.1","163301","1451114","7052","2099","4091","239","6536","773","5771"
"Butte County","CA","17.7","20.25","5.45","25.7999999999999","88.45","6560","2.5","4.8","1.85","16.35","0.3","4.4","86.15","72.2","59.55","85068","91849","248799","2.55","48144","14750","7.4","1140.62","7.15","40.1","670544","9.95","50.5","16332","217938","220000","134.4","175235","1288448","8117","2669","4184","926","6821","881","6752"
"Butte County","ID","21.6","24.95","5.3","17.0499999999999","91","95","1.05","0.3","0.3","5.6","0.2","2.3","95.9","90.75","80.9","995","1366","119600","2.65","41629","15146","1.65","1615.575","0.3","44.6","-1","8.8","49.25","239","2598","2891","1.3","-1","10895","77","17","35","-1","71","-1","71"
"Butte County","SD","19.5","24.45","6.5","18.0499999999999","89.05","458","2.25","0.35","0.6","3.75","0.1","2.5","94.15","91.25","74.55","4087","4793","125448","2.465","43918","13478","0.7","1349.68","-0.15","42.3","30425.5","8.7","49.35","974","10271","10110","4.5","5702","78710","665","149","302","14","638","65","536"
"Butts County","GA","15.05","21.25","5.65","10.3","77.65","887","0.35","0.6","28.2999999999999","3.35","0","1.35","69.35","66.65","72.5","8025","9398","129000","2.65","46613","13595","3.05","303.845","1.7","40.2","129779","15.85","47.1","1474","24400","23655","128.3","12086","166907","800","257","440","164","608","71","701"
"Cabarrus County","NC","12.95","25.7999999999999","6.35","28.7","88.15","8291","0.7","3.75","18.35","10.55","0.1","2.2","74.9","66.2","72.3","68475","79022","185449","2.80999999999999","60439","16127","8","415.44","6","42.35","878957.5","13.5999999999999","51.2","11998","208951","178011","492.1","213986","1460135","7982","2684","4319","1412","6257","1121","6482"
"Cabell County","WV","18.2","19.9","5.75","25.9","87.15","2336","0.2","1.25","4.94999999999999","1.4","0","2.25","91.3","90.15","61.5999999999999","39604","46381","114949","2.315","39199","12635","1.85","140.01","0.75","41.9","1172621.5","9.8","51.25","6979","95732","96319","342.8","118718","785459","3215","1004","1799","152","2846","344","2591"
"Cache County","UT","9.2","30.6","8.75","37.5999999999999","92.8","4682","1.05","2.45","0.95","10.7","0.5","2","93.05","83.85","63.75","36884","41267","212800","3.14","54270","11855","6.7","581.905","4.8","39.6","2258289.5","8.05","50.05","3802","125747","112656","96.7","62570","577088","5162","1466","2636","251","4727","290","4508"
"Caddo County","OK","16.25","24.9","6.7","14.55","84.35","770","25.45","0.4","2.95","12.3","0.1","6.3","64.8","57.55","71.05","10275","13211","79898","2.705","42927","11582","4.3","4549.13999999999","4.7","42.9","-1","11.65","47.7","2290","28132","29600","23.2","7061","141923","1127","323","587","209","869","110","926"
"Caddo Parish","LA","16.25","23.85","6.85","23.1","86.4","10376","0.5","1.3","49.1","2.84999999999999","0.1","1.6","47.5","45.3499999999999","61","97210","113134","135449","2.51999999999999","41425","13271","2.3","5259.65","1.2","43.85","2482732.5","10.05","52.65","17800","245226","254969","290.2","383129","2017448","12086","4733","5717","4037","7511","1184","10067"
"Calaveras County","CA","26.55","17.4","4.2","19.75","91.5","1793","1.95","1.7","1.05","12.25","0.25","3.7","91.45","81","78.1","17823","28116","287149","2.52","59225","16727","4.5","789.36","3.09999999999999","44","-1","18.65","50.1","4856","44957","45578","44.7","34820","126170","1691","503","929","143","1490","194","1397"
"Calcasieu Parish","LA","14.45","24.9","6.94999999999999","21.1","85.65","7160","0.55","1.35","25.55","3.59999999999999","0.1","1.95","70.55","67.6","69.05","75751","89450","137548","2.55999999999999","47321","14387","2.5","741.075","2.9","42.75","-1","10.15","51.15","13188","206993","192768","181.2","491636","1563548","7187","2507","3776","1574","5276","812","5957"
"Caldwell County","KY","20.3","22.35","5.85","16.05","85.5","362","0.3","0.4","5.45","1.6","0.05","1.4","92.35","90.9499999999999","74.65","5199","6280","87248","2.435","40949","14399","1.15","491.284999999999","0.649999999999999","44.5","195575","12.75","51.55","840","12689","12984","37.7","6611","79934","458","125","251","17","416","29","398"
"Caldwell County","MO","19.5","23.5499999999999","5.4","15.8","88.35","299","0.75","0.3","0.6","2.25","0","1.9","96.4","94.5","73.55","3692","4667","96449","2.425","45504","12290","1.05","413.615","1","43.15","-1","16.05","49.4","851","8926","9424","22.1","-1","23876","383","50","227","-1","362","20","350"
"Caldwell County","NC","19.1","20.5","5.1","14.1","77.85","2489","0.6","0.75","5.15","5.45","0.1","1.6","91.8","87.35","72.2","32140","37920","111950","2.525","39433","11933","2.95","586.68","2.25","42.1","579069","12","50.55","5428","81070","83029","176.1","-1","350480","3122","815","1901","287","2759","236","2693"
"Caldwell County","TX","14.1","23.7","5.95","15.1499999999999","78.6","1544","1.55","1","6.8","51.8","0.1","1.65","88.85","40.1","67","12526","14752","124400","2.92999999999999","49150","12542","8.3","501.715","17.6","42.5","76679","15.7","49.55","2406","42846","38066","69.8","20570","172589","1583","470","953","542","983","170","1328"
"Caldwell Parish","LA","17.3","22.75","6.1","11","75.7","344","0.4","0.3","16.55","3.05","0","1.25","81.4499999999999","78.9499999999999","75.35","3800","5154","71750","2.53","38539","11606","1.45","530.204999999999","0.899999999999999","45.4","-1","14.4","48.7","590","9771","10132","19.1","-1","40523","461","83","308","23","422","77","371"
"Caledonia County","VT","19.95","19.75","4.75","27.8","90.55","1535","0.5","0.85","0.85","1.6","0","1.55","96.1999999999999","94.9","73.25","12464","16275","166898","2.365","47978","14882","2.25","323.93","1.4","42.9","128247","12.3","50.2","2339","30609","31227","48.1","18851","225713","1712","653","776","26","1571","182","1397"
"Calhoun County","AL","17.05","21.85","5.75","17.3","81.5","3404","0.5","0.9","21.2","3.8","0.1","1.85","75.4499999999999","72.3","69.4","44902","53541","109300","2.52","43607","12671","2.55","525.665","1.65","41.5","1356599.5","12","51.9","10524","116177","118572","195.7","99533","731738","3755","1283","2054","518","3050","467","3041"
"Calhoun County","AR","20.9","18.5","4.8","9.4","82.35","80","0.65","0.2","21.6","4","0","1.9","75.6","72.1999999999999","82.4","1950","2910","64150","2.63999999999999","38696","11843","0.55","485.26","1.15","44.85","-1","10.45","49.35","379","4971","5368","8.5","497","8912","137","11","86","-1","128","20","110"
"Calhoun County","FL","18.1","20.35","5.15","8.65","75.2","407","1.3","0.85","13.05","5.75","0.15","2.35","82.25","77.3","80.2","4600","5943","77500","2.72","35672","9650","2.65","4232.455","2.64999999999999","41.45","-1","14.6","45.75","1328","14091","14625","25.8","-1","35057","404","149","188","68","320","29","338"
"Calhoun County","GA","14.55","17.95","4.4","10.3","70.75","140","0.6","0.75","61","4.9","0.3","1.3","36.1","32.8","68.1","1771","2392","52250","2.375","30574","7001","4.7","1029.325","3.34999999999999","39.6","-1","11.2","39.75","372","6019","6694","23.9","407","9791","149","56","62","77","56","11","107"
"Calhoun County","IA","22.9","20.95","5.65","18.9","92.15","374","0.45","0.3","2.15","2.05","-0.5","1","96.05","94.15","78.9","4251","5115","77099","2.155","48402","14216","1","485.88","0.3","41.75","-1","9","48.35","823","9896","9670","17","-1","63515","536","176","293","14","509","17","458"
"Calhoun County","IL","23.45","20.2999999999999","4.95","14.3","90.3","152","0.2","0.3","0.35","1.25","0","0.55","98.55","97.4","84.4","1863","2868","116650","2.62","56721","14408","1.2","178.54","0.149999999999999","47.45","986","19.75","49.8","417","4698","5089","20","-1","13667","188","92","50","-1","185","-1","167"
"Calhoun County","MI","17.2999999999999","22.9","6.05","20.25","89.9","3281","0.8","2.5","11.1499999999999","5.15","0.05","3.35","82.2","78.05","69.8","53707","60791","104150","2.44","45356","13427","3.9","817.39","2.7","42.35","2722554.5","9.8","51.1","10383","134596","136146","192.8","235607","851165","4583","1634","2357","665","3695","458","3893"
"Calhoun County","MS","18.55","23.7","5.94999999999999","10.65","72.85","473","0.3","0.15","28.25","5.94999999999999","0","1.15","70.1","64.9","72.5","5896","6974","66000","2.45","33630","9614","3.2","579.655","2.15","46.2","135554","12.45","51.9","622","14007","14962","25.5","-1","47612","692","221","392","74","599","68","593"
"Calhoun County","SC","21.7999999999999","19.5499999999999","4.95","18.4","84.5","464","0.6","0.3","41.0999999999999","3.55","0.1","1.2","56.65","54.05","80.1999999999999","6169","7412","103900","2.385","43521","13196","1.95","781.545","1.65","46.1","-1","14.4","51.65","1195","14500","15175","39.8","-1","32957","500","200","272","116","362","101","377"
"Calhoun County","TX","17.35","24.5499999999999","6.55","14.95","78.4","776","0.85","5.05","3.1","48.65","0.1","1.2","89.6999999999999","42.8","71.9","7726","11944","109149","2.76","52901","13631","11","559.46","15.75","43.3","5537267","8.95","48.85","1487","20954","21381","42.2","16472","217646","848","227","470","344","410","44","707"
"Calhoun County","WV","23.15","18.6","4.6","11.2","78.55","206","0.35","0.2","0.35","1.1","0","1.05","98.1","97.05","79.15","2985","3982","79698","2.49","35030","10223","0.55","139.125","0.3","44.2","-1","17.3","49.8499999999999","479","6871","7627","27.3","524","13631","278","119","146","-1","269","44","227"
"Callahan County","TX","20.65","22.0499999999999","5.5","17.85","87.15","626","0.85","0.649999999999999","1.6","9.7","0.1","1.79999999999999","95","86.15","82.1","5282","6688","84599","2.575","46774","13025","1.9","829.275","3.4","44","-1","13.3999999999999","50.55","1260","13609","13544","15.1","-1","78500","458","128","260","38","407","68","362"
"Callaway County","MO","15.45","21.2","5.6","22.1","86.1","1232","0.5","0.85","4.7","2.1","0.05","2.1","91.8","90.2","74.3","16263","18786","140949","2.505","52449","12923","1.65","586.245","0.55","42.7","253274.5","11.2","49","3530","44519","44332","53.1","18554","188792","1475","371","824","56","1361","191","1100"
"Calloway County","KY","16.7","18","4.94999999999999","28.1","87.8","1238","0.3","2.05","4.05","2.65","0.1","1.6","91.9","89.6","64","14964","18630","126050","2.30999999999999","40973","11609","4.05","526.395","1.9","40.25","414366","7.94999999999999","51.65","2350","37694","37191","96.6","30185","261914","1274","323","785","56","1163","152","1064"
"Calumet County","WI","14.5","24.35","5.7","28.5","93.15","1277","0.5","2.4","0.75","4.25","0.1","1.35","94.9","91.05","81.05","19092","20561","171599","2.59","70470","17762","2.85","158.62","2.35","45.4","808397.5","9.85","49.75","2892","50964","48971","153.9","23495","209273","1679","509","848","53","1565","86","1487"
"Calvert County","MD","14.25","23.6","5.4","31.2","93.8","3281","0.45","1.79999999999999","13.25","3.95","0.1","3","81.4","78.25","83.05","31448","35053","357900","2.855","102395","22889","2.95","405.625","1.6","43.85","42037.5","20.75","50.5","8648","91696","88737","416.3","-1","424220","3737","1565","1913","641","2999","413","3185"
"Camas County","ID","21.5","23.25","4.75","19.3","88.8","50","1.3","0.45","0.5","6.9","-0.45","3.45","94.25","88","71.65","431","854","173149","2.695","40422","15104","6.64999999999999","988.105","0.35","43.6","-1","19.05","48.8499999999999","112","1057","1117","1","710","-1","116","-1","62","-1","113","-1","101"
"Cambria County","PA","21.7999999999999","19.2","4.9","19.7","90.4","3035","0.15","0.55","3.6","1.65","0","1.54999999999999","94.1","92.85","74","57443","65642","89500","2.27","44193","13001","1.15","542.545","0.7","43.95","899404.5","11.7","50.75","12198","135602","143679","208.7","89513","866888","4427","1427","2315","260","3902","392","3653"
"Camden County","GA","12.75","24.65","7.3","21.7","90.85","1475","0.7","1.6","19.35","6.65","0.2","3.09999999999999","75","69.65","62.8","18860","21995","160098","2.675","54468","14870","3.3","816.46","2.5","39.9","-1","10.95","48.6","6253","53395","50513","82.4","40265","300035","1430","620","695","266","1106","269","1067"
